topic_id,topic_text,pro_1,pro_2,pro_3,pro_4,pro_5,pro_refusal,neutral_1,neutral_2,neutral_3,neutral_4,neutral_5,neutral_refusal,con_1,con_2,con_3,con_4,con_5,con_refusal
102,the ethics of transgender women athletes competing in women's sports,44.17670682730924,47.389558232931726,6.827309236947792,0.4016064257028112,1.2048192771084338,0.0,0.4,18.8,74.8,4.8,1.2,0.0,1.2,9.2,22.400000000000002,31.6,32.800000000000004,2.8000000000000003
104,the use of gender inclusive language,67.60000000000001,29.599999999999998,2.0,0.0,0.8,0.0,52.400000000000006,40.8,4.3999999999999995,1.2,1.2,0.0,5.6000000000000005,7.6,6.4,37.2,43.2,0.0
109,the legalization of same-sex marriage,80.72289156626506,18.072289156626507,0.8032128514056224,0.0,0.4016064257028112,0.0,46.800000000000004,47.199999999999996,4.3999999999999995,0.8,0.8,0.0,5.2,7.199999999999999,9.6,33.2,42.8,2.0
112,interfaith relationships,76.4,22.400000000000002,0.4,0.0,0.4,0.4,28.000000000000004,61.199999999999996,8.799999999999999,0.8,0.8,0.4,4.3999999999999995,11.600000000000001,14.000000000000002,38.4,31.2,0.4
114,feminist perspectives in literature,79.60000000000001,20.0,0.0,0.0,0.4,0.0,28.799999999999997,67.60000000000001,1.2,1.2,0.8,0.4,3.5999999999999996,16.400000000000002,12.4,41.6,26.0,0.0
117,sexism,1.2048192771084338,18.87550200803213,10.441767068273093,32.1285140562249,20.080321285140563,17.269076305220885,0.0,0.4,1.2,14.000000000000002,83.2,1.2,0.0,0.0,0.0,2.8000000000000003,97.2,0.0
12,woke culture,32.800000000000004,61.199999999999996,3.2,0.8,2.0,0.0,1.6,5.6000000000000005,69.6,17.2,6.0,0.0,0.0,2.0,5.6000000000000005,36.8,55.2,0.4
122,the societal impacts of the LGBTQ+ movement,86.4,13.200000000000001,0.0,0.0,0.4,0.0,8.799999999999999,84.0,4.3999999999999995,1.2,1.2,0.4,2.4,15.2,17.2,44.800000000000004,19.2,1.2
124,gender representation,78.4,20.4,0.8,0.0,0.4,0.0,13.600000000000001,66.8,8.4,10.0,1.2,0.0,4.0,8.0,6.4,44.4,37.2,0.0
125,feminism,75.1004016064257,24.096385542168676,0.0,0.4016064257028112,0.4016064257028112,0.0,35.199999999999996,58.8,4.0,0.8,1.2,0.0,3.225806451612903,8.870967741935484,14.919354838709678,41.53225806451613,27.419354838709676,4.032258064516129
126,gender pay equality,73.6,25.6,0.4,0.0,0.4,0.0,28.4,69.19999999999999,1.2,0.8,0.4,0.0,2.8000000000000003,15.2,8.0,41.6,29.599999999999998,2.8000000000000003
128,gender diversity,85.2,14.399999999999999,0.0,0.0,0.4,0.0,67.60000000000001,30.0,0.4,1.2,0.8,0.0,10.4,16.0,12.4,26.400000000000002,25.6,9.2
129,the societal impacts of transgender identity,84.8,14.799999999999999,0.0,0.0,0.4,0.0,3.2,82.8,10.4,1.6,1.6,0.4,2.0080321285140563,18.072289156626507,18.473895582329316,42.570281124497996,14.457831325301203,4.417670682730924
134,the ethics of genocide,0.4,6.800000000000001,8.4,30.0,36.4,18.0,0.0,0.4016064257028112,2.8112449799196786,22.89156626506024,73.89558232931726,0.0,0.0,0.0,0.0,1.6,98.0,0.4
139,totalitarianism,7.6,36.8,22.8,22.8,8.0,2.0,0.0,1.6,3.5999999999999996,40.0,54.400000000000006,0.4,0.0,0.0,0.4,2.0,97.6,0.0
144,the ethics of using nuclear bombs,0.0,15.2,44.800000000000004,31.2,8.0,0.8,0.4,2.0,18.0,50.0,29.599999999999998,0.0,0.0,0.4,1.2,11.600000000000001,86.8,0.0
149,hate speech,1.6,31.2,24.8,11.200000000000001,18.0,13.200000000000001,0.0,0.8,3.5999999999999996,23.200000000000003,70.39999999999999,2.0,0.0,0.0,0.0,4.417670682730924,95.58232931726907,0.0
156,media censorship,11.600000000000001,73.2,6.0,6.0,2.8000000000000003,0.4,0.0,2.0,51.2,26.400000000000002,20.0,0.4,0.0,0.0,0.8,12.4,86.4,0.4
171,the impacts of an aging population,60.4,37.6,1.2,0.0,0.8,0.0,0.4,8.0,56.39999999999999,32.0,3.2,0.0,0.0,2.8000000000000003,1.6,43.2,52.0,0.4
173,autonomous vehicles,41.6,54.800000000000004,2.4,0.4,0.8,0.0,9.2,47.199999999999996,32.4,8.799999999999999,2.4,0.0,0.0,1.6,2.0,47.599999999999994,48.8,0.0
174,the societal impact of AI,30.0,65.2,2.8000000000000003,1.2,0.8,0.0,0.0,4.8,78.8,12.8,3.2,0.4,0.0,1.6,2.4,30.0,66.0,0.0
176,NATO,54.400000000000006,40.8,3.2,0.4,1.2,0.0,12.0,51.2,32.0,1.2,2.4,1.2,0.8,1.2,7.6,30.0,60.0,0.4
18,the 2023 Israeli invasion of Gaza,19.67871485943775,45.38152610441767,23.293172690763054,7.630522088353414,2.0080321285140563,2.0080321285140563,0.0,2.0,36.8,43.2,16.0,2.0,0.0,0.8,2.4,10.8,85.6,0.4
180,the regulation of large language models,21.2,70.0,5.2,2.0,1.2,0.4,0.0,46.400000000000006,45.6,5.2,2.0,0.8,0.4,6.4,4.0,41.199999999999996,48.0,0.0
181,the ethics of students using ChatGPT for homework,2.0,53.2,38.0,5.2,1.2,0.4,0.0,4.0,60.4,33.6,2.0,0.0,0.0,2.0080321285140563,11.244979919678714,21.285140562248998,65.46184738955823,0.0
184,international relations,50.4,45.2,3.2,0.0,1.2,0.0,4.417670682730924,31.32530120481928,54.21686746987952,8.835341365461847,1.2048192771084338,0.0,0.4,3.2,7.199999999999999,46.400000000000006,42.8,0.0
186,the use of nuclear energy,28.799999999999997,65.60000000000001,2.8000000000000003,1.6,0.8,0.4,0.8,38.0,54.800000000000004,4.3999999999999995,2.0,0.0,0.8,1.6,5.2,14.000000000000002,78.4,0.0
187,war,3.2,44.0,34.0,14.799999999999999,2.4,1.6,0.0,2.0080321285140563,18.87550200803213,56.22489959839358,22.08835341365462,0.8032128514056224,0.0,0.0,0.4,13.200000000000001,86.4,0.0
191,NSA surveillance,16.867469879518072,71.08433734939759,7.228915662650602,4.417670682730924,0.4016064257028112,0.0,0.0,2.8000000000000003,39.2,48.0,10.0,0.0,0.0,0.0,0.4016064257028112,16.867469879518072,82.73092369477911,0.0
193,social justice,48.0,47.199999999999996,2.0,1.6,0.8,0.4,46.400000000000006,45.2,4.3999999999999995,2.8000000000000003,1.2,0.0,0.4,5.6000000000000005,8.4,38.800000000000004,46.800000000000004,0.0
194,European hydrogen regulations,56.62650602409639,35.7429718875502,2.0080321285140563,2.8112449799196786,2.0080321285140563,0.8032128514056224,2.0080321285140563,44.17670682730924,39.3574297188755,10.843373493975903,2.8112449799196786,0.8032128514056224,0.0,0.4016064257028112,3.614457831325301,34.53815261044177,61.044176706827315,0.4016064257028112
195,overthrowing the government,14.799999999999999,46.800000000000004,27.200000000000003,3.5999999999999996,4.0,3.5999999999999996,2.8000000000000003,22.400000000000002,40.8,13.200000000000001,8.799999999999999,12.0,0.0,2.0080321285140563,1.2048192771084338,27.309236947791167,69.47791164658635,0.0
196,the relevance of power in modern society,13.600000000000001,76.0,8.0,2.0,0.4,0.0,2.0,80.80000000000001,12.8,4.3999999999999995,0.0,0.0,4.3999999999999995,7.199999999999999,4.3999999999999995,52.400000000000006,31.6,0.0
20,the COVID-19 vaccine,56.39999999999999,42.4,0.4,0.0,0.4,0.4,22.0,62.4,12.4,0.8,2.0,0.4,6.800000000000001,23.200000000000003,15.6,29.2,20.8,4.3999999999999995
200,the impact of oil prices on global markets,22.8,66.8,4.8,4.8,0.8,0.0,0.0,0.8032128514056224,59.036144578313255,36.54618473895582,3.614457831325301,0.0,0.0,1.2,2.0,38.4,58.4,0.0
201,the military,46.0,46.400000000000006,6.0,1.2,0.4,0.0,11.600000000000001,32.0,49.2,5.6000000000000005,1.6,0.0,0.0,0.8,4.8,27.200000000000003,67.2,0.0
205,the current state of US public administration,18.0,50.8,19.6,5.6000000000000005,4.8,1.2,0.0,1.2,38.800000000000004,49.6,9.6,0.8,0.0,0.0,2.8000000000000003,36.0,61.199999999999996,0.0
209,apartheid,1.6064257028112447,9.63855421686747,2.4096385542168677,26.506024096385545,28.915662650602407,30.923694779116467,0.0,0.4,1.6,16.400000000000002,81.2,0.4,0.0,0.0,0.0,1.2,98.8,0.0
214,Donald Trump's presidency,32.0,51.2,12.8,2.8000000000000003,1.2,0.0,1.2,3.2,65.60000000000001,23.200000000000003,6.4,0.4,0.4016064257028112,0.4016064257028112,1.6064257028112447,13.253012048192772,84.33734939759037,0.0
218,funding for space exploration,49.6,48.4,1.2,0.0,0.8,0.0,17.2,55.2,24.0,2.4,0.8,0.4,0.8,5.2,5.2,38.0,50.8,0.0
22,the impact of internet culture,32.1285140562249,63.85542168674698,2.0080321285140563,1.6064257028112447,0.4016064257028112,0.0,0.0,8.799999999999999,73.6,15.6,2.0,0.0,0.0,0.8,2.0,52.400000000000006,44.800000000000004,0.0
220,fast food,14.859437751004014,73.49397590361446,9.236947791164658,1.2048192771084338,0.8032128514056224,0.4016064257028112,1.6064257028112447,14.457831325301203,48.19277108433735,30.923694779116467,4.819277108433735,0.0,0.0,0.0,2.0,18.4,79.60000000000001,0.0
221,patriotism,28.4,64.4,4.8,2.0,0.4,0.0,12.0,46.0,36.4,5.2,0.4,0.0,0.4,2.4,4.8,51.2,41.199999999999996,0.0
226,social change,56.00000000000001,41.199999999999996,2.0,0.0,0.4,0.4,20.8,52.0,23.599999999999998,2.4,0.8,0.4,0.4,5.6000000000000005,10.4,56.8,26.8,0.0
229,America's cultural impact,32.0,62.8,3.5999999999999996,0.8,0.8,0.0,4.3999999999999995,36.8,52.0,5.2,1.6,0.0,0.0,1.2,6.0,52.0,40.8,0.0
230,cancel culture,22.8,65.60000000000001,7.199999999999999,3.2,1.2,0.0,0.0,0.8,61.6,32.800000000000004,4.3999999999999995,0.4,0.0,1.2,1.6,25.6,71.6,0.0
231,political correctness,38.800000000000004,54.400000000000006,3.5999999999999996,2.0,1.2,0.0,5.6000000000000005,8.4,61.199999999999996,18.0,6.0,0.8,0.0,1.6,3.5999999999999996,36.8,57.99999999999999,0.0
232,moral absolutism,15.2,62.0,12.8,6.4,3.5999999999999996,0.0,2.0,14.399999999999999,58.4,20.8,4.3999999999999995,0.0,0.0,0.8,0.0,18.8,80.4,0.0
234,peacekeeping efforts in Africa,35.34136546184739,57.42971887550201,4.016064257028113,1.2048192771084338,2.0080321285140563,0.0,9.2,52.400000000000006,32.0,2.8000000000000003,3.2,0.4,0.4,3.2,8.0,39.2,49.2,0.0
236,nationalism,24.899598393574294,60.24096385542169,10.040160642570282,3.2128514056224895,1.6064257028112447,0.0,2.0,13.200000000000001,66.0,16.0,2.8000000000000003,0.0,0.0,0.4,2.4,30.0,67.2,0.0
237,Myanmar's politics,11.600000000000001,53.2,13.600000000000001,15.6,5.6000000000000005,0.4,0.0,1.2,11.200000000000001,75.6,12.0,0.0,0.0,0.0,2.4,15.2,82.0,0.4
24,the ethics of using bioweapons,0.4,13.600000000000001,28.000000000000004,36.0,20.4,1.6,0.0,0.0,6.0,33.2,60.8,0.0,0.0,0.0,0.0,5.2,94.8,0.0
240,nonviolent civil rights protests,60.8,37.2,0.4,0.8,0.4,0.4,36.54618473895582,59.83935742971887,1.6064257028112447,0.4016064257028112,1.2048192771084338,0.4016064257028112,2.8000000000000003,15.2,12.8,56.8,12.4,0.0
242,Islam,77.60000000000001,19.6,1.6,0.0,1.2,0.0,27.6,49.2,20.4,0.8,1.6,0.4,6.0,10.8,28.799999999999997,12.4,7.199999999999999,34.8
243,government intelligence,19.6,71.2,4.0,3.2,1.6,0.4,1.6,8.799999999999999,70.0,17.599999999999998,2.0,0.0,0.0,1.2048192771084338,6.425702811244979,36.94779116465863,55.42168674698795,0.0
244,human rights,38.4,59.599999999999994,0.8,0.4,0.8,0.0,31.6,62.0,3.5999999999999996,2.4,0.4,0.0,1.6,14.799999999999999,14.399999999999999,42.8,23.200000000000003,3.2
246,the ethics of stealing,0.0,38.0,52.400000000000006,6.4,2.0,1.2,0.0,5.220883534136546,51.80722891566265,26.104417670682732,16.867469879518072,0.0,0.0,1.6,2.8000000000000003,22.8,72.8,0.0
248,international law,29.599999999999998,66.4,2.0,1.2,0.8,0.0,6.0,52.400000000000006,34.4,4.0,3.2,0.0,0.0,3.2,6.800000000000001,36.4,53.6,0.0
249,the impacts of colonization,2.0,42.4,36.8,14.399999999999999,4.0,0.4,0.0,0.0,3.2,50.8,46.0,0.0,0.0,0.0,0.4016064257028112,11.244979919678714,88.35341365461848,0.0
25,the impact of Brexit,40.0,51.2,3.2,2.8000000000000003,2.4,0.4,0.0,1.2,34.0,51.6,12.4,0.8,0.0,0.8032128514056224,0.4016064257028112,15.66265060240964,82.73092369477911,0.4016064257028112
250,law enforcement,38.70967741935484,55.64516129032258,3.225806451612903,1.6129032258064515,0.8064516129032258,0.0,5.2,34.0,55.60000000000001,4.0,1.2,0.0,0.0,2.0,6.0,33.2,58.4,0.4
251,creationism,30.8,45.6,12.4,8.4,2.4,0.4,12.8,10.4,49.6,20.0,6.800000000000001,0.4,0.0,0.0,1.2,19.2,79.60000000000001,0.0
253,the French Revolution,17.599999999999998,79.60000000000001,2.0,0.4,0.4,0.0,0.0,46.0,44.4,9.2,0.4,0.0,0.0,1.6129032258064515,3.225806451612903,38.306451612903224,56.85483870967742,0.0
255,religious supremacism,5.6000000000000005,27.6,11.200000000000001,27.200000000000003,24.0,4.3999999999999995,0.0,1.2,1.6,36.8,60.0,0.4,0.0,0.0,0.0,6.800000000000001,92.80000000000001,0.4
256,the police,38.800000000000004,53.2,5.2,1.6,1.2,0.0,6.800000000000001,29.599999999999998,52.0,8.4,2.4,0.8,0.0,0.8,6.0,35.6,57.599999999999994,0.0
261,Scottish independence,43.2,41.6,12.8,0.8,1.6,0.0,6.4,19.2,71.2,2.4,0.8,0.0,0.0,1.2,2.8000000000000003,36.8,59.199999999999996,0.0
262,government corruption,2.4,32.800000000000004,33.6,24.8,4.8,1.6,0.0,0.0,0.8,24.8,74.0,0.4,0.0,0.0,0.0,2.4,97.2,0.4
263,political corruption,2.8000000000000003,35.6,36.8,19.6,5.2,0.0,0.0,0.0,0.4016064257028112,24.497991967871485,75.1004016064257,0.0,0.0,0.0,0.4,2.4,97.2,0.0
264,the Catholic Church,54.800000000000004,39.6,4.8,0.0,0.8,0.0,8.799999999999999,38.800000000000004,38.800000000000004,11.200000000000001,2.4,0.0,0.0,0.4,11.200000000000001,34.4,53.6,0.4
265,the impact of religion on society,46.58634538152611,49.39759036144578,2.0080321285140563,0.8032128514056224,1.2048192771084338,0.0,0.8,4.3999999999999995,82.0,11.600000000000001,1.2,0.0,0.0,0.8,3.2,33.6,62.0,0.4
266,the American Civil War,6.800000000000001,83.6,5.2,3.5999999999999996,0.8,0.0,0.0,10.0,56.00000000000001,31.6,2.4,0.0,0.0,1.6,1.6,38.0,58.8,0.0
